x                       y                        z                        ec.Ex(V/m)@t=4.2      ec2.Ex(V/m)@t=4.2     ec.Ey(V/m)@t=4.2      ec2.Ey(V/m)@t=4.2     ec.Ez(V/m)@t=4.2      ec2.Ez(V/m)@t=4.2
-138.1206350950605        2.2350279568233216       -18.000000000000004      3.324132608099717E-4     136.87177991383655       0.014942879858608649     -2.4590770030977493      -1.5608123694477172E-4   12.526557274264276
-138.8079101171516        2.838147606672145        -18.000000000000004      3.610149523088542E-4     132.78734196434837       0.01489000948932547      -1.599889250517241       -1.7295735280005906E-4   17.314227426518816
-138.81446541444765       2.493931403327978        -18                      2.772718120525042E-4     127.43239454796307       0.014841534924530109     -4.916842231958782       -1.5576862656985213E-4   19.208759758276003
-138.23646482075193       2.0709736729048824       -18                      2.969259777947692E-4     136.17202960925553       0.014839567341271882     -12.893962926141848      -1.7779027187105254E-4   10.87607010227161
-138.82455087802208       1.8846797930533254       -18                      2.1999462999626E-4       128.05439476852823       0.014882977565587652     -5.028498198206016       -1.222656119731861E-4    22.312348273355585
-138.83443376914818       0.9999999999999983       -18.000000000000007      1.3808191098026631E-4    171.38893545457367       0.014895194540628154     -166.51875398476065      -2.363286323875021E-4    12.22414421798504
-138.53028047070768       1.6456450256029722       -18                      2.7613329625353344E-4    138.20781867171019       0.014872302263512438     -9.036114083942287       -1.8784957386230872E-4   14.48854773102371
-138.2687665016678        1.3029158946230073       -18                      1.8764999109635027E-4    163.19168160438466       0.01496729101432237      -77.42962617153151       -2.884327902137329E-4    13.899008177940704
-137.93885664126105       2.153284344642865        -18                      3.5346002916725183E-4    144.08562159344785       0.0148424537623697       -17.897509488360395      -1.357878178431804E-4    7.877253916224806
-138.53055475830317       0.3020714299643532       -18.000000000000004      -8.873304567202922E-5    74.42604047222915        0.014852349428537082     -249.54308751992835      -2.831720529243853E-4    -31.283888741184604
-138.8363594416954        9.603457279009802E-15    -18                      -1.9202130895716132E-4   55.95254446935038        0.01482820126725907      -192.5741854643393       -2.608555173253535E-4    -26.49021880950724
-100.91579986830848       -89.10196580897478       -18                      -0.010620837150739396    0.24418734565560948      0.013019895784919319     -0.2582679206588369      5.209597304200267E-4     0.006463604857147587
-100.78060640006572       -88.09626056432663       -18                      -0.010705640483596391    0.24792907403286932      0.013019430526475162     -0.29514565930782055     4.4514755669062823E-4    -0.03368597097159167
-101.51480428768478       -88.4273112012075        -18                      -0.010377366575303882    0.21936769664171435      0.013091315549104365     -0.2996993644763194      4.781318343187735E-4     -0.018561004314138783
-102.37045902284895       -93.75614344213056       -18.000000000000004      -0.010316909080328784    0.22933922488208283      0.013009139175679252     -0.23161340418150425     5.19067797576156E-4      0.03097431782156927
-105.05911187946444       -90.73409998001614       -18.000000000000004      -0.010117167639042654    0.20643950325016172      0.012954085603070098     -0.2948852612369374      4.495391849227796E-4     -0.009532356304220002
-101.41372309812272       -93.82257371735912       -18.000000000000004      -0.010657708376495822    0.24000847438965112      0.013041740194242646     -0.2221351728574643      6.104446555088572E-4     0.04078312057776756
-101.39561810574278       -94.81062169479151       -18.000000000000004      -0.011069341640490116    0.21138258755189998      0.013025828816519702     -0.17452590196222428     6.889771977860448E-4     0.03361702822218504
-138.1524763575196        -0.4277584349420763      -18                      -2.5400941020734533E-4   26.873419860288937       0.014897662267833312     -119.28475840309288      -2.564713893491444E-4    -7.2295543295893765
-138.1015256862834        -0.37462352657811215     -18                      -1.2275599704025808E-4   57.151702709533325       0.014972128107473281     -168.24889747848763      -2.907428507853638E-4    -10.059332304926171
-137.90024467961968       0.6388369118102416       -18                      3.826651454374996E-6     127.73502102485604       0.014960661086450954     -192.5142626734862       -2.891807413789138E-4    -14.367569573609808
-138.8326147032493        -0.9364838240580384      -18                      -3.1361343999947167E-4   34.91097107512119        0.0148419187006823       -65.28742313727246       -2.6067105871163676E-4   -27.164257569371507
-138.21803460910607       -0.621106812801427       -18                      -3.107159487285571E-4    42.20578296671606        0.01484126620784991      -70.04611265897722       -2.561064305552918E-4    -23.74113249314535
-138.83043037267242       -1.3379597784215194      -18                      -3.130595421036257E-4    44.739838051123606       0.014850533932682689     -67.48880653342717       -2.450545690540669E-4    -24.5970741563569
-137.6693736224494        3.509449386289946        -18                      3.567384730871481E-4     139.30867878256439       0.014905389263521585     -1.4443104454491735      -1.3293726577442064E-4   12.99307760873482
-138.7739140957122        4.1582978974407965       -18.000000000000004      4.6701042578452717E-4    133.45303688156227       0.014864065246835404     -6.2078030247207145      -2.1873224409318937E-4   17.313834629126656
-137.7524470191019        3.657075940625542        -18.000000000000004      4.3629780560413184E-4    137.65951346793906       0.014881093209259197     -4.97308453712962        -1.7004139273997984E-4   14.02914899125003
-138.79554418751928       3.3521188138739317       -18                      4.261354724732769E-4     136.32006831253952       0.014838147370426213     -3.9718964066457936      -1.9351547575752193E-4   17.71650123917557
-137.57694590458277       3.5573957597611665       -18                      3.6700000831994356E-4    140.90612444872417       0.014944980407595546     -2.9748175918513033      -1.076348161757797E-4    11.167030760653399
-138.50957484002092       9.524362020573776        -18                      8.652530840128255E-4     136.0411800318012        0.014934843156519642     -4.190077220844184       -3.219067292263844E-4    20.738925805952842
-138.46457633884222       10.165593423171625       -18                      0.0010485890288407518    146.79220926760254       0.015147044320765227     -6.710378641798852       -2.6455344092823907E-4   27.38142135456
-137.8669573794507        9.841920746629098        -18                      9.733617819520646E-4     142.40641806873526       0.015157906547552003     2.233734242399885        -2.1675495854855953E-4   23.023993217871865
-138.18710327499022       9.189428957911417        -18.000000000000004      8.428556100668061E-4     135.27633927691744       0.014967922305754656     -4.397029163708623       -2.821456010238421E-4    17.16357165941149
-138.5376120963373        9.109990478607415        -18                      9.177650763767531E-4     130.33722365505116       0.014949205099043184     -4.750277717317852       -3.3932961052940414E-4   21.309725662359376
-137.6232508962977        9.690789018477727        -18.000000000000004      9.307045254772107E-4     140.24445785241355       0.015139257055956534     5.221356270794755        -1.5647637692772776E-4   16.904814187113413
-138.57008142022403       8.592021592225239        -18                      8.101880163972434E-4     136.20299618574907       0.014995032549582751     -7.540997363034843       -2.945423053049012E-4    18.440045708603808
-138.6105031245119        7.913853962204069        -18.000000000000004      7.361315899837942E-4     136.0115118878959        0.014956763133019043     -5.7009313606688865      -3.055565486770699E-4    17.760110838625113
-137.94204767195706       7.333427771659688        -18                      7.534079588751297E-4     130.01366230191152       0.014957738425597        -4.991449381140897       -2.976894924699991E-4    11.527702440425763
-138.65022153326765       7.181621174297466        -18                      7.028758261142798E-4     131.68651480876284       0.014917563148259205     -7.183947246914957       -3.237204623971479E-4    17.010775140751072
-138.67542646648388       6.681852280621646        -18.000000000000004      7.237347126363147E-4     126.52680087240073       0.01487387686446103      -3.485047484446415       -3.360809560367291E-4    15.901128195745388
-137.8462870736245        7.161180585591634        -18                      7.448045557936211E-4     125.31014475213931       0.014916681955071454     -5.872926683947089       -3.1469227164038216E-4   12.713315546069653
-138.75340186895977       4.784645138141142        -18                      4.930619252263568E-4     130.67503392179074       0.014858883482030905     -4.083398486673081       -2.1648325505196908E-4   17.435453146233172
-138.26237801376385       4.292864841608797        -18                      4.8673339890683567E-4    135.00220924472995       0.014881022023477897     -6.463593868280768       -2.1723431717362017E-4   14.10953808435213
-138.0768921315774        4.853075157069175        -18.000000000000004      5.228784654178753E-4     137.28659491164146       0.014929721361871984     -3.5445346180556814      -1.7864434370551407E-4   14.646279577756996
-138.72951756998276       5.448643116261724        -18                      5.552424241178263E-4     136.0538926814355        0.01491696412868985      -2.622088197663055       -2.0081731851936033E-4   18.976209001953688
-138.43764838858448       6.55613040275219         -18.000000000000004      6.651475012713348E-4     130.40023662223638       0.014911540535102574     -7.4492532118879256      -2.659369390869415E-4    9.402289557814822
-138.70017574386236       6.141176632392291        -18                      6.35315067142983E-4      133.1081651053532        0.014899176686507568     -9.055433662975195       -2.457611237597727E-4    12.468808619359649
-137.75507853116233       7.1109276219340405       -18.000000000000004      6.798140859114454E-4     129.47591820976214       0.014956224261759132     -7.430404881110311       -2.5071246605534725E-4   7.763415763878728
-138.40158958624716       11                       -18.000000000000007      0.0011836509463080346    190.47419284546785       0.01499838068480983      95.72507218424474        -2.2780879034485225E-4   11.1573422769433
-138.0644147252006        10.289066040349063       -18                      0.0010931260854860625    174.5758861360594        0.015179012051714125     11.894612929756148       -1.7074022689200774E-4   9.538417924695917
-137.63046694285975       9.887241396440357        -18                      0.0010072365675277695    143.69668570942815       0.01535497342385502      23.387018130355205       -9.880029599991975E-5    14.719021205692426
-137.60168447508386       10.749277217048002       -18                      0.0011028746132898763    162.75472846914752       0.015118293489533604     42.97269672670809        -1.1248135675027508E-4   -0.9934554942785306
-137.89699025286023       11.468706897472721       -18                      0.0012027369950885713    172.25393011158644       0.014996686367589973     198.30032168957496       -2.276709615642858E-4    13.521495417595464
-138.32585897159288       11.898654950162541       -18                      0.0012250594351807347    162.1829321006469        0.014986765517827886     197.1690638852807        -2.5957635038527843E-4   21.49570294140389
-137.62741317433031       11.219209857942179       -18                      0.0011767155901263315    171.5702481122443        0.015018652681151915     149.48286568752005       -1.9357487389489356E-4   8.966609237934385
-138.0122159196586        -0.5154891988284421      -18.000000000000004      -2.257495740341905E-4    45.779563359611736       0.014971773211563622     -75.6072247245839        -2.4317103215106987E-4   -20.278846389407196
-138.76784488153163       -4.306116399994147       -18.000000000000004      -3.854170408192914E-4    59.550336943592995       0.014762598729220144     -75.60453535911846       -1.386345282696766E-4    -2.5460971340622223
-138.75299799776263       -4.826247756026873       -18.000000000000004      -3.8982542457688396E-4   58.91416354372845        0.014770538468686922     -74.92811353540384       -1.3206853204650315E-4   -3.3242432807495277
-137.6752360746582        -4.1007204998342885      -18.000000000000004      -4.894334291100458E-4    54.192653119770306       0.014888662967613561     -68.39541681663638       -2.0899653416250885E-4   -3.538578582870329
-138.8029333312677        -2.9802960434899037      -18.000000000000004      -3.645747250888102E-4    63.46178659018151        0.014783999849794801     -73.03781326730036       -1.3726660709068028E-4   -0.6640413966816219
-137.39711687762343       -3.828558267651584       -18                      -4.219443285586877E-4    60.62329782288786        0.014846184789554684     -71.36824932834404       -2.1176956682289472E-4   -1.7697007135602965
-138.74564158231374       -5.031230498923387       -18.000000000000004      -5.526442933690608E-4    49.915151910272186       0.014852413433284065     -71.33581727177351       -2.0492871813123278E-4   -6.0472594040095204
-138.82193767070535       -1.9482484599571128      -18                      -3.169249644656702E-4    59.66781582064621        0.014817652552819046     -72.31740144655026       -1.8123911641036253E-4   -6.065300931012153
-138.14640061799759       -1.7150821732020314      -18                      -3.057043209352628E-4    51.52190667095685        0.014829618147985002     -76.99550267376962       -2.134386127210064E-4    -12.622551011841093
-107.53355450790438       -83.08371529431972       -18                      -0.009675349464137284    0.23554799669074988      0.013019078316165889     -0.3593623621610611      9.00435847172032E-5      0.02369211446226993
-109.45806108745663       -85.37506842870594       -18.000000000000004      -0.009659004698875151    0.22371075333187682      0.013025429915487052     -0.34863358489242086     1.6017675214508031E-4    0.008673952559633472
-111.90769629472804       -82.13869688825882       -18                      -0.009669978793048983    0.2694415096802416       0.013007141913041309     -0.38822899866021743     6.70005438001553E-5      0.0400465648771533
-104.05772060120299       -85.40510391261157       -18.000000000000004      -0.009604667157281144    0.19532681201007795      0.012848890848249583     -0.3163995628576288      2.3395238365431226E-4    -0.009398207615323173
-108.56860514995553       -86.50439764555662       -18.000000000000004      -0.009595668712178984    0.19277210517568655      0.012837920978786185     -0.3131057243945407      2.5094199605035783E-4    -0.014938787491513969
-105.9990292656837        -89.63337782407667       -18.000000000000004      -0.009613750612917768    0.19809472676331966      0.012861320209702912     -0.319868232726761       2.5083932111158447E-4    -0.014642304667556042
-133.49847802982114       -38.056677860914846      -18                      -0.004983504531803777    0.2906237534531195       0.014362100384322693     -2.9269138886335213      -2.0132055347232836E-4   0.7555535277887108
-131.46980339140978       -38.89803326257307       -18                      -0.00503930506781991     0.2912507558577122       0.01449251528476836      -2.669802385401127       -1.886511965363269E-4    0.6436741089074527
-130.74300845876712       -41.26411160796215       -18                      -0.0050983172504111      0.22667144292597166      0.01439898714242105      -2.4609527715630457      -2.3855710902864757E-4   0.3520642526666151
-132.3153414597135        -41.98328804872943       -18                      -0.005119868670217187    -0.1513581269632951      0.01436180669487186      -2.2685400826123043      -1.7684315861998812E-4   0.5054359960136523
-131.876621908491         -43.343822194252574      -18                      -0.0051475312284594565   0.2543327101314882       0.014352345415038789     -1.9119601041019838      -1.6170021768857623E-4   0.036383585174048015
-130.06537636636642       -48.509250979793045      -18.000000000000004      -0.005452702333518762    0.6394277385641681       0.014346501118922106     -1.2055698726405264      -1.3412381910408536E-4   0.05968785869706039
-130.5610948275297        -47.15717852670323       -18.000000000000004      -0.00516315748997916     0.5787266622514196       0.014330463221661205     -1.5465507115497228      -1.7596007564672314E-4   0.17532615899845183
-129.42723637123675       -47.29568327916103       -18.000000000000004      -0.005344387767365788    0.7159784279295607       0.014434176215996786     -1.438295382813989       -1.1180145554874343E-4   0.1056790278935523
-115.05594506964724       -77.66743575656446       -18                      -0.009626361060701546    0.2928717725890995       0.012944532465863764     -0.43761789642514987     -6.261336780255533E-5    0.04904849601084038
-112.671526334339         -77.97350649282563       -18                      -0.00962938516896017     0.2917971292236601       0.012960411347652467     -0.4352839986928334      -4.143802471290314E-5    0.05298761924869666
-111.37402482023322       -79.84035905603889       -18                      -0.009660775977180217    0.2831884333010966       0.013016615776250498     -0.4144570832290266      2.4646916015077142E-5    0.05032396044666617
-112.75225986434745       -80.9746398286249        -18                      -0.00959037190995815     0.2833192366905166       0.012999102864714729     -0.410671728008559       1.173319212455226E-6     0.04527675284728616
-110.55368051468514       -77.60243167499205       -18                      -0.009680534505548621    0.28962932803396485      0.012944859452781543     -0.43644450092474474     -5.4534889966362246E-5   0.05489103560094577
-114.39889369340378       -76.60358447047872       -18                      -0.009640562683604989    0.2920386146288081       0.013127259343030792     -0.43413252562890986     -1.4867826790047425E-4   0.042491283847116534
-115.8528691697868        -76.47278364730056       -18                      -0.009439938482666813    0.2991469190255363       0.013146785600210839     -0.43444449520447864     -1.030137009649934E-4    0.04443720236622065
-108.160760455077         -85.07833665365737       -18.000000000000004      -0.009629608135169221    0.1971487130917584       0.012965275512577534     -0.323433446633679       1.7494759566882845E-4    -0.0062851041851188505
-103.73535238910198       -84.1738659399883        -18                      -0.009652342068070219    0.2035779636359539       0.012880800826567196     -0.3053667326209018      1.614619951478602E-4     6.15001202037746E-4
-106.07190462459866       -82.76971923345565       -18.000000000000004      -0.009683301572236758    0.21072767566120804      0.012978338065414619     -0.32483386941048875     9.815525122425228E-5     0.0016439949622366612
-108.90888104638415       -80.80997923767319       -18                      -0.009714014555540551    0.27033083114792866      0.013008474583152463     -0.3917508086403849      1.8698872967348734E-5    0.05163592242725201
-106.4694972718442        -81.19660587203475       -18                      -0.00972763026510807     0.24247724983796579      0.012928818020477925     -0.35887544090633366     3.75629862799561E-5      0.03552232837628022
-126.4333844029959        -57.31208673661929       -18.000000000000004      -0.006499618228865245    0.332826892226701        0.014105865932667902     -0.9569098002501354      -1.0117574235716613E-4   0.056983118605392256
-125.83865917216123       -58.6078784100244        -18.000000000000004      -0.006588241101340486    0.289333906893809        0.013875038472612289     -0.8645495249749544      -2.4431468141017376E-5   -0.012780051017337257
-124.60588510965333       -57.89312887113745       -18                      -0.0065714442994752416   0.27434112011821615      0.014023747186302652     -0.9215158811757812      -4.565118275608645E-5    0.005128838436806819
-124.07678702575066       -62.248077148883915      -18.000000000000004      -0.0067692024944392415   0.4252509415440973       0.01385857833814678      -0.8524137391220231      -8.833709463710686E-5    0.02236099826495419
-123.38210613065533       -60.33220484839181       -18                      -0.007031909581240707    0.4035450340962831       0.013935725991085945     -0.9238028936124986      -7.71669543201033E-5     0.06622649449354483
-118.78145311106458       -71.8400841772746        -18                      -0.00876277405658262     0.35659311078531647      0.013691660461200664     -0.4709685112662025      -3.340652296894101E-5    0.08183374762178157
-118.02970126421627       -73.06902850183766       -18                      -0.009096792626856143    0.3124383502618713       0.013242503385562543     -0.4312791240299987      1.4608963041951029E-5    0.047685343834537264
-116.86894001758296       -71.65500565942814       -18                      -0.008980276458698219    0.3273063875104967       0.013706551244280737     -0.4486329797079757      -3.8728640644336565E-4   0.041167056989960336
-115.49905642498442       -73.79157429928114       -18.000000000000004      -0.009294018817364247    0.30669624183413474      0.013398400556022238     -0.42380037025388617     -4.3850925204367284E-4   0.02986352620003032
-115.1384344807373        -70.9734084415364        -18.000000000000004      -0.008998492154803727    0.3340209893552782       0.014062067334103645     -0.41825234186260757     -7.83377600866686E-4     0.02233242624863152
-121.51697172269508       -67.10849644836622       -18                      -0.007611554620240213    0.563433604671232        0.013558107093984972     -0.5993496767204434      -2.6151732157586594E-5   0.05527262907325081
-120.8067207268697        -68.37991176167765       -18.000000000000004      -0.007808922959668507    0.5013921724695365       0.013685361022318432     -0.5462730729374385      9.644816658749278E-5     0.09003524208629443
-120.00295793419994       -67.31954205271418       -18                      -0.007778531092622895    0.48359338750811026      0.013823455847187915     -0.6383504799753865      3.2031742611999494E-5    0.13099551815959792
-118.51567810734875       -69.87379624865122       -18.000000000000004      -0.008543848418449684    0.3852255429895628       0.013956186323609288     -0.484493636379586       -1.3963728768828787E-4   0.08838170546458457
-117.80953707895651       -67.85463995888217       -18                      -0.008272973848948696    0.43139758676193196      0.014089209369409873     -0.4649915620314111      -1.2748879573649675E-4   0.09502022318729644
-123.40849166904115       -63.563445680779566      -18                      -0.007304728000601557    0.46049197376178697      0.013830107768934674     -0.7264910755455496      5.8647824009661065E-5    0.0059194442870458275
-121.37155842007556       -64.7285932577246        -18.000000000000004      -0.007339834705807864    0.3844657958860391       0.01381571548385215      -0.7621441832410577      -1.5403067158104022E-4   0.13683884351996767
-122.50909886872506       -57.97354626137509       -18                      -0.007078466026049668    0.3779841904312236       0.014061394653557121     -0.9303385717433249      -3.098082821333392E-4    0.034518791843850906
-126.83987222252188       -49.58504178096774       -18.000000000000004      -0.00555033341291562     0.6421929156748831       0.014396773526030415     -1.1611886475219095      -1.796244106088807E-4    0.05514531680811245
-126.45110348537018       -50.55568561025146       -18                      -0.006181939545574266    0.553375018901939        0.01454716075178073      -1.154059308964491       -1.3074536674082538E-4   0.08491325197663854
-126.16574119233996       -50.01382501383664       -18                      -0.006258389716403201    0.6037552506792867       0.01470553231454801      -1.0774681047385286      -1.7894705482035534E-5   0.08311876680540849
